"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"5960","jumonji domain containing 5","JMJD5","79831","-0.8437353","0.7937492148495091","2.331496981509527","-1.0447203"
"5961","LIM and senescent cell antigen-like domains 1","LIMS1","3987","-0.83536285","0.7939317057173904","2.3316422597367126","-1.0587842"
"5962","chromosome 1 open reading frame 135","C1orf135","79000","-0.8412801","0.7940508388218304","2.3316014494940895","-1.0625244"
"5963","G protein-coupled receptor 137B","GPR137B","7107","-0.8406513","0.7940593612043872","2.3312359168893293","-1.1100645"
"5964","kelch domain containing 3","KLHDC3","116138","-0.83522093","0.7941121805466056","2.3310005339876665","-1.058397"
"5965","guanine nucleotide binding protein (G protein), alpha 11 (Gq class)","GNA11","2767","-0.839462","0.7943705215005564","2.3313684076256282","-1.1456728"
"5966","family with sequence similarity 5, member C","FAM5C","339479","-0.83759975","0.7947207039165188","2.3320056550384773","-1.0422443"
"5967","histone cluster 1, H2bb","HIST1H2BB","3018","-0.8370249","0.7947721425385982","2.3317662106250436","-1.0259659"
"5968","asparaginyl-tRNA synthetase 2, mitochondrial (putative)","NARS2","79731","-0.8481911","0.7950067035707239","2.3320640156458707","-1.0946463"
"5969","low density lipoprotein receptor-related protein 5","LRP5","4041","-0.84092784","0.7950904927099731","2.3319195223774596","-1.0353776"
"5970","docking protein 4","DOK4","55715","-0.8454939","0.7952157954104506","2.331896812139697","-1.0396663"
"5971","glypican 4","GPC4","2239","-0.8493987","0.7952288867362091","2.331545115059474","-1.1308491"
"5972","lactate dehydrogenase B","LDHB","3945","-0.84686565","0.7952520444728293","2.3312230445685365","-1.0851582"
"5973","stromal antigen 3","STAG3","10734","-0.8400211","0.7953359679510751","2.3310791823208183","-1.052027"
"5974","inositol 1,3,4-triphosphate 5/6 kinase","ITPK1","3705","-0.84376585","0.7955632691759008","2.331355528982781","-1.0429986"
"5975","chloride channel accessory 4","CLCA4","22802","-0.8436422","0.795637303389575","2.331182717570893","-1.0364137"
"5976","poly(A) binding protein interacting protein 1","PAIP1","10605","-0.8385632","0.795668026498098","2.33088308548089","-1.1464292"
"5977","transmembrane protein 144","TMEM144","55314","-0.8450871","0.7957970725113397","2.330871539088611","-1.0384781"
"5978","Sfi1 homolog, spindle assembly associated (yeast)","SFI1","9814","-0.8505806","0.7958739738321152","2.3307072914545506","-1.0528296"
"5979","interleukin enhancer binding factor 3, 90kDa","ILF3","3609","-0.8412646","0.7959453963207908","2.330527056684681","-1.0361338"
"5980","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2","ELOVL2","54898","-0.85645854","0.796495715602442","2.33174885708435","-1.0353831"
"5981","TNF receptor-associated factor 3","TRAF3","7187","-0.84999454","0.7966630740707525","2.33184931517002","-1.0430799"
"5982","DnaJ (Hsp40) homolog, subfamily B, member 6","DNAJB6","10049","-0.85398906","0.7970497320662331","2.3325915267865867","-1.0780405"
"5983","latent transforming growth factor beta binding protein 4","LTBP4","8425","-0.8551166","0.7971097089492376","2.3323776074713334","-1.064598"
"5984","cyclin-dependent kinase 9","CDK9","1025","-0.85260373","0.7971684532415391","2.3321601535577456","-1.075572"
"5985","sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1","SULT1A1","6817","-0.8545262","0.7971844172733848","2.331817637107913","-1.1421726"
"5986","kelch-like 25 (Drosophila)","KLHL25","64410","-0.8527523","0.7976151125744531","2.332688149189461","-1.0463758"
"5987","chondroitin polymerizing factor","CHPF","79586","-0.8527091","0.7983640526073637","2.334099541292621","-1.0600011"
"5988","mannose-binding lectin (protein A) 1, pseudogene","MBL1P","8512","-0.8517599","0.7983967671853034","2.333805893671917","-1.0479317"
"5989","multiple EGF-like-domains 6","MEGF6","1953","-0.85284066","0.7984988668434398","2.3337151307595416","-1.0410211"
"5990","zinc finger protein 106 homolog (mouse)","ZFP106","64397","-0.86331683","0.798552054041843","2.3334814690215713","-1.1062318"
"5991","proteasome (prosome, macropain) assembly chaperone 2","PSMG2","56984","-0.84891844","0.7985876747503277","2.3331965619851633","-1.0390534"
"5992","acid phosphatase 6, lysophosphatidic","ACP6","51205","-0.8622769","0.7988085447163985","2.333452893874053","-1.1063339"
"5993","syntaxin 16","STX16","8675","-0.8555349","0.7988600722861872","2.3332145454024333","-1.0329694"
"5994","v-akt murine thymoma viral oncogene homolog 1","AKT1","207","-0.8502523","0.798877910478164","2.3328778968595105","-1.0354881"
"5995","coiled-coil domain containing 102B","CCDC102B","79839","-0.85962194","0.7992601135983297","2.333605199240034","-1.0398184"
"5996","protein kinase (cAMP-dependent, catalytic) inhibitor gamma","PKIG","11142","-0.86838627","0.7997636792052757","2.334686543209671","-1.0707375"
"5997","killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1","KIR3DL1","3811","-0.8623647","0.7998393802190386","2.3345187039299065","-1.0401415"
"5998","DiGeorge syndrome critical region gene 8","DGCR8","54487","-0.86415845","0.799881893806691","2.334254071386925","-1.0580989"
"5999","barrier to autointegration factor 1","BANF1","8815","-0.8575917","0.8001530580739349","2.334656675355728","-1.071497"
"6000","retinol saturase (all-trans-retinol 13,14-reductase)","RETSAT","54884","-0.85825896","0.800376715752608","2.3349205554254264","-1.1025624"
"6001","bicaudal D homolog 1 (Drosophila)","BICD1","636","-0.8702345","0.800381747175431","2.3345466604665965","-1.0792135"
"6002","ret proto-oncogene","RET","5979","-0.86377895","0.8007301289933596","2.335174204803097","-1.0564492"
"6003","chromodomain helicase DNA binding protein 1","CHD1","1105","-0.8701724","0.8008101809820019","2.335019138591174","-1.0814279"
"6004","ubiquinol-cytochrome c reductase core protein I","UQCRC1","7384","-0.86826307","0.8008132914138585","2.3346398134748334","-1.1166359"
"6005","KTEL (Lys-Tyr-Glu-Leu) containing 1","KTELC1","56983","-0.86938477","0.8009124833710426","2.334540677871988","-1.1252931"
"6006","WW domain binding protein 4 (formin binding protein 21)","WBP4","11193","-0.87780035","0.8014672813171516","2.335769378058816","-1.0720017"
"6007","defender against cell death 1","DAD1","1603","-0.8724257","0.8016770037062648","2.3359921602593023","-1.0754709"
"6008","angiogenic factor with G patch and FHA domains 1","AGGF1","55109","-0.86624426","0.8017185927547152","2.3357250291243177","-1.0522107"
"6009","CD207 molecule, langerin","CD207","50489","-0.8708275","0.8017483632846232","2.335423560460294","-1.0621727"
"6010","transient receptor potential cation channel, subfamily C, member 1","TRPC1","7220","-0.8741549","0.8017777370403939","2.3351210364086046","-1.0523399"
"6011","microtubule-associated protein 2","MAP2","4133","-0.8706209","0.8020879943748342","2.3356365305545306","-1.0863993"
"6012","syndecan 2","SDC2","6383","-0.8792785","0.8021574716235269","2.3354508314195277","-1.1219814"
"6013","zinc finger protein 667","ZNF667","63934","-0.8717397","0.8021850075834798","2.3351431037893455","-1.0581187"
"6014","cadherin 16, KSP-cadherin","CDH16","1014","-0.879256","0.8030676829948438","2.3373243573315556","-1.3014193"
"6015","formyl peptide receptor 2","FPR2","2358","-0.8672463","0.8033832278001246","2.337854529910806","-1.0652344"
"6016","translocation associated membrane protein 2","TRAM2","9697","-0.881979","0.8034104547861405","2.33754565754261","-1.1070131"
"6017","KRR1, small subunit (SSU) processome component, homolog (yeast)","KRR1","11103","-0.875002","0.8035844691425096","2.3376638988648573","-1.0521091"
"6018","slowmo homolog 1 (Drosophila)","SLMO1","10650","-0.873171","0.803817580652954","2.3379539887328784","-1.060429"
"6019","bromodomain containing 1","BRD1","23774","-0.8692405","0.8038198378438113","2.337572639437279","-1.0682462"
"6020","staufen, RNA binding protein, homolog 2 (Drosophila)","STAU2","27067","-0.8844157","0.8042397061137726","2.3384056617544946","-1.0766926"
"6021","ankyrin repeat, family A (RFXANK-like), 2","ANKRA2","57763","-0.8752524","0.8042802087289413","2.3381355479170933","-1.0698569"
"6022","coagulation factor II (thrombin)","F2","2147","-0.8866798","0.804310242502418","2.337835094583728","-1.0699985"
"6023","kelch domain containing 8A","KLHDC8A","55220","-0.87941283","0.8045833811901015","2.33824124061","-1.0312568"
"6024","carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)","CEACAM6","4680","-0.88771296","0.8048426632055685","2.3386069890590186","-1.0614849"
"6025","transmembrane protein 100","TMEM100","55273","-0.8801065","0.8048556619353653","2.3382571169801336","-1.1483722"
"6026","cytohesin 1","CYTH1","9267","-0.8813206","0.8049863814262967","2.338249305147283","-1.040465"
"6027","cysteine-rich secretory protein LCCL domain containing 2","CRISPLD2","83716","-0.8822832","0.8050151894611195","2.3379455220687726","-1.2079327"
"6028","transmembrane protein 209","TMEM209","84928","-0.88258404","0.8050549998061556","2.3376737875418305","-1.0597324"
"6029","excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)","ERCC3","2071","-0.8805594","0.8052897537895503","2.337968115731232","-1.070103"
"6030","pro-melanin-concentrating hormone","PMCH","5367","-0.8788003","0.8054470527579646","2.338037511376092","-1.0385917"
"6031","leucine rich repeat and fibronectin type III domain containing 4","LRFN4","78999","-0.88295794","0.8054606300549436","2.3376897603863216","-1.0899938"
"6032","jumonji domain containing 6","JMJD6","23210","-0.87822527","0.8055278362416092","2.337497745994484","-1.055069"
"6033","TBC1 domain family, member 22B","TBC1D22B","55633","-0.88083464","0.80557874489906","2.3372585104859835","-1.0310882"
"6034","killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4","KIR2DS4","3809","-0.8809199","0.8056209170807507","2.336994010869632","-1.0535008"
"6035","CD3g molecule, gamma (CD3-TCR complex)","CD3G","917","-0.89228284","0.8058847117776918","2.3373723884374655","-1.0703231"
"6036","mediator complex subunit 1","MED1","5469","-0.889904","0.8060332763816738","2.3374164849671732","-1.1002026"
"6037","v-rel reticuloendotheliosis viral oncogene homolog (avian)","REL","5966","-0.8807482","0.8067830276501943","2.3392036601530117","-1.0553919"
"6038","CDC5 cell division cycle 5-like (S. pombe)","CDC5L","988","-0.8891791","0.8069640633409063","2.3393415709851246","-1.0680263"
"6039","coenzyme Q6 homolog, monooxygenase (S. cerevisiae)","COQ6","51004","-0.8938688","0.8070325769057625","2.339153295092988","-1.0529839"
"6040","multiple inositol-polyphosphate phosphatase 1","MINPP1","9562","-0.88412756","0.8072929320065119","2.339521034933554","-1.0535372"
"6041","RAB14, member RAS oncogene family","RAB14","51552","-0.90215003","0.807293939724167","2.3391371931799427","-1.0745442"
"6042","phosphatidic acid phosphatase type 2B","PPAP2B","8613","-0.89777803","0.8073763661261008","2.3389893502631685","-1.1886014"
"6043","neurturin","NRTN","4902","-0.8920719","0.8074717456353394","2.338879075483489","-1.0506912"
"6044","large subunit GTPase 1 homolog (S. cerevisiae)","LSG1","55341","-0.89469236","0.8076195720540151","2.3389207269317125","-1.0738958"
"6045","lysophosphatidic acid receptor 4","LPAR4","2846","-0.89803004","0.8077434210072044","2.3388929357332353","-1.0378665"
"6046","splicing factor, arginine/serine-rich 14","SFRS14","10147","-0.88903284","0.8078998236972987","2.338959400386943","-1.0266126"
"6047","CD81 molecule","CD81","975","-0.89360064","0.8079635797459227","2.338757665104341","-1.060299"
"6048","Kruppel-like factor 13","KLF13","51621","-0.88964915","0.8080948447649411","2.338751377839353","-1.059372"
"6049","heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1","HS3ST3A1","9955","-0.9009778","0.8081134057651214","2.338418963652845","-1.149651"
"6050","chromosome 11 open reading frame 58","C11orf58","10944","-0.89697784","0.8084104950445763","2.338892496970335","-1.068547"
"6051","peroxiredoxin 3","PRDX3","10935","-0.8964237","0.8086887798830754","2.339311477968421","-1.0535074"
"6052","zinc finger protein 629","ZNF629","23361","-0.88648814","0.8089096837901741","2.339564361021515","-1.0201296"
"6053","OTU domain, ubiquitin aldehyde binding 2","OTUB2","78990","-0.888856","0.8090665174314005","2.339631884345843","-1.0265265"
"6054","ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H","ATP6V1H","51606","-0.90575314","0.809101162413738","2.3393461025446363","-1.0688468"
"6055","acyl-CoA dehydrogenase family, member 8","ACAD8","27034","-0.9039113","0.8092825459758378","2.339484608827067","-1.092567"
"6056","gap junction protein, gamma 1, 45kDa","GJC1","10052","-0.90384245","0.8093424410108859","2.339271926714676","-1.0766046"
"6057","megakaryocyte-associated tyrosine kinase","MATK","4145","-0.9015847","0.8094684588275981","2.339250400308543","-1.080331"
"6058","chromosome 14 open reading frame 106","C14orf106","55320","-0.900848","0.8096081550148666","2.3392684030572974","-1.0499614"
"6059","synaptopodin 2-like","SYNPO2L","79933","-0.8965527","0.8098196106628219","2.339493706294261","-1.0197383"
"6060","tensin 1","TNS1","7145","-0.9041228","0.8100530587654894","2.339782458962217","-1.041927"
"6061","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1","HS3ST3B1","9953","-0.9064186","0.8104002095518904","2.3403994847282887","-1.0575082"
"6062","ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)","UBE2H","7328","-0.8953827","0.8105461217827998","2.3404352350061175","-1.0557027"
"6063","aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)","AKR7A2","8574","-0.9036893","0.8106935206279502","2.3404752653674983","-1.0938435"
"6064","non-SMC condensin I complex, subunit D2","NCAPD2","9918","-0.8984791","0.8108368789454661","2.3405036194461766","-1.0789309"
"6065","SH3-domain binding protein 1","SH3BP1","23616","-0.8958498","0.8112221718579917","2.3412302002560548","-1.0528696"
"6066","eukaryotic translation initiation factor 3, subunit A","EIF3A","8661","-0.9103378","0.8113256698102465","2.3411434005209397","-1.0807128"
"6067","myeloid zinc finger 1","MZF1","7593","-0.90473956","0.8114659864169527","2.3411628549678896","-1.071823"
"6068","proline rich 3","PRR3","80742","-0.9085081","0.8114677869333622","2.340782735612416","-1.0534363"
"6069","histone cluster 1, H4f","HIST1H4F","8361","-0.8974959","0.8115194236171159","2.3405464765076833","-1.0504413"
"6070","sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1","SULT2A1","6822","-0.9140746","0.8115855257987159","2.3403520089954086","-1.0400413"
"6071","zinc finger homeobox 4","ZFHX4","79776","-0.916301","0.8121669564879886","2.341643402922352","-1.0493788"
"6072","intraflagellar transport 27 homolog (Chlamydomonas)","IFT27","11020","-0.9136186","0.8121721320546618","2.3412731839674437","-1.0864953"
"6073","zinc finger E-box binding homeobox 2","ZEB2","9839","-0.91497195","0.8122621509080054","2.341147626864761","-1.1584775"
"6074","leucine rich repeat (in FLII) interacting protein 1","LRRFIP1","9208","-0.9146792","0.8123467406198089","2.3410064654461347","-1.1019979"
"6075","replication protein A3, 14kDa","RPA3","6119","-0.91953266","0.8125354585751079","2.3411653760391116","-1.0798501"
"6076","selenocysteine lyase","SCLY","51540","-0.9073093","0.8126201471523244","2.341024542922221","-1.0686054"
"6077","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3","B3GNT3","10331","-0.9130102","0.8126610509681106","2.340757640150875","-1.0664538"
"6078","zinc finger protein 36, C3H type-like 2","ZFP36L2","678","-0.9058745","0.8126726732014434","2.340406497404157","-1.0944846"
"6079","single-stranded DNA binding protein 2","SSBP2","23635","-0.9162401","0.8126728207137308","2.340022429546502","-1.0703816"
"6080","SRY (sex determining region Y)-box 11","SOX11","6664","-0.91913867","0.8127478800429351","2.339854154650546","-1.0431021"
"6081","solute carrier family 38, member 10","SLC38A10","124565","-0.9131391","0.8128186154036287","2.3396734886154373","-1.0716022"
